ID,Segment
TEST_04249,E
TEST_04250,E
TEST_04251,E
TEST_04252,E
TEST_04253,E
TEST_04254,E
TEST_04255,E
TEST_04256,E
TEST_04257,E
TEST_04258,E
TEST_04259,E
TEST_04260,E
TEST_04261,E
TEST_04262,C
TEST_04263,E
TEST_04264,C
TEST_04265,E
TEST_04266,E
TEST_04267,E
TEST_04268,E
TEST_04269,D
TEST_04270,E
TEST_04271,E
TEST_04272,C
TEST_04273,E
TEST_04274,E
TEST_04275,E
TEST_04276,E
TEST_04277,E
TEST_04278,E
TEST_04279,E
TEST_04280,E
TEST_04281,D
TEST_04282,E
TEST_04283,E
TEST_04284,E
TEST_04285,E
TEST_04286,E
TEST_04287,D
TEST_04288,E
TEST_04289,E
TEST_04290,E
TEST_04291,E
TEST_04292,D
TEST_04293,E
TEST_04294,E
TEST_04295,D
TEST_04296,E
TEST_04297,E
TEST_04298,E
TEST_04299,E
TEST_04300,E
TEST_04301,E
TEST_04302,E
TEST_04303,D
TEST_04304,C
TEST_04305,E
TEST_04306,E
TEST_04307,E
TEST_04308,E
TEST_04309,D
TEST_04310,D
TEST_04311,E
TEST_04312,E
TEST_04313,E
TEST_04314,D
TEST_04315,E
TEST_04316,E
TEST_04317,E
TEST_04318,E
TEST_04319,E
TEST_04320,E
TEST_04321,E
TEST_04322,E
TEST_04323,E
TEST_04324,E
TEST_04325,E
TEST_04326,D
TEST_04327,E
TEST_04328,E
TEST_04329,E
TEST_04330,E
TEST_04331,E
TEST_04332,D
TEST_04333,E
TEST_04334,E
TEST_04335,E
TEST_04336,E
TEST_04337,D
TEST_04338,E
TEST_04339,E
TEST_04340,E
TEST_04341,E
TEST_04342,E
TEST_04343,D
TEST_04344,E
TEST_04345,E
TEST_04346,E
TEST_04347,E
TEST_04348,E
TEST_04349,E
TEST_04350,E
TEST_04351,E
TEST_04352,E
TEST_04353,E
TEST_04354,E
TEST_04355,E
TEST_04356,E
TEST_04357,E
TEST_04358,E
TEST_04359,E
TEST_04360,E
TEST_04361,E
TEST_04362,E
TEST_04363,E
TEST_04364,D
TEST_04365,E
TEST_04366,E
TEST_04367,E
TEST_04368,E
TEST_04369,E
TEST_04370,C
TEST_04371,D
TEST_04372,E
TEST_04373,E
TEST_04374,E
TEST_04375,E
TEST_04376,E
TEST_04377,E
TEST_04378,E
TEST_04379,E
TEST_04380,E
TEST_04381,E
TEST_04382,E
TEST_04383,E
TEST_04384,E
TEST_04385,E
TEST_04386,E
TEST_04387,D
TEST_04388,E
TEST_04389,E
TEST_04390,E
TEST_04391,E
TEST_04392,E
TEST_04393,E
TEST_04394,E
TEST_04395,E
TEST_04396,E
TEST_04397,D
TEST_04398,E
TEST_04399,E
TEST_04400,D
TEST_04401,E
TEST_04402,C
TEST_04403,E
TEST_04404,E
TEST_04405,E
TEST_04406,E
TEST_04407,E
TEST_04408,E
TEST_04409,E
TEST_04410,E
TEST_04411,E
TEST_04412,E
TEST_04413,E
TEST_04414,E
TEST_04415,E
TEST_04416,E
TEST_04417,E
TEST_04418,E
TEST_04419,E
TEST_04420,E
TEST_04421,E
TEST_04422,E
TEST_04423,E
TEST_04424,E
TEST_04425,E
TEST_04426,C
TEST_04427,E
TEST_04428,E
TEST_04429,E
TEST_04430,E
TEST_04431,D
TEST_04432,E
TEST_04433,E
TEST_04434,D
TEST_04435,E
TEST_04436,E
TEST_04437,E
TEST_04438,E
TEST_04439,E
TEST_04440,E
TEST_04441,E
TEST_04442,E
TEST_04443,E
TEST_04444,E
TEST_04445,E
TEST_04446,E
TEST_04447,E
TEST_04448,E
TEST_04449,C
TEST_04450,E
TEST_04451,E
TEST_04452,E
TEST_04453,E
TEST_04454,E
TEST_04455,D
TEST_04456,E
TEST_04457,E
TEST_04458,E
TEST_04459,E
TEST_04460,E
TEST_04461,E
TEST_04462,E
TEST_04463,E
TEST_04464,E
TEST_04465,E
TEST_04466,D
TEST_04467,E
TEST_04468,E
TEST_04469,E
TEST_04470,D
TEST_04471,D
TEST_04472,E
TEST_04473,E
TEST_04474,E
TEST_04475,E
TEST_04476,E
TEST_04477,E
TEST_04478,E
TEST_04479,E
TEST_04480,E
TEST_04481,E
TEST_04482,E
TEST_04483,E
TEST_04484,E
TEST_04485,D
TEST_04486,E
TEST_04487,E
TEST_04488,E
TEST_04489,E
TEST_04490,E
TEST_04491,E
TEST_04492,E
TEST_04493,E
TEST_04494,E
TEST_04495,E
TEST_04496,E
TEST_04497,E
TEST_04498,E
TEST_04499,D
TEST_04500,E
TEST_04501,D
TEST_04502,E
TEST_04503,C
TEST_04504,E
TEST_04505,C
TEST_04506,E
TEST_04507,C
TEST_04508,D
TEST_04509,E
TEST_04510,D
TEST_04511,D
TEST_04512,C
TEST_04513,E
TEST_04514,E
TEST_04515,D
TEST_04516,E
TEST_04517,E
TEST_04518,E
TEST_04519,E
TEST_04520,E
TEST_04521,E
TEST_04522,E
TEST_04523,E
TEST_04524,E
TEST_04525,E
TEST_04526,E
TEST_04527,E
TEST_04528,D
TEST_04529,E
TEST_04530,E
TEST_04531,D
TEST_04532,E
TEST_04533,E
TEST_04534,E
TEST_04535,E
TEST_04536,D
TEST_04537,E
TEST_04538,E
TEST_04539,E
TEST_04540,D
TEST_04541,E
TEST_04542,E
TEST_04543,C
TEST_04544,E
TEST_04545,E
TEST_04546,E
TEST_04547,E
TEST_04548,E
TEST_04549,E
TEST_04550,E
TEST_04551,E
TEST_04552,E
TEST_04553,E
TEST_04554,E
TEST_04555,E
TEST_04556,E
TEST_04557,E
TEST_04558,E
TEST_04559,D
TEST_04560,C
TEST_04561,E
TEST_04562,E
TEST_04563,E
TEST_04564,E
TEST_04565,E
TEST_04566,D
TEST_04567,E
TEST_04568,E
TEST_04569,E
TEST_04570,E
TEST_04571,E
TEST_04572,C
TEST_04573,E
TEST_04574,C
TEST_04575,E
TEST_04576,E
TEST_04577,E
TEST_04578,E
TEST_04579,D
TEST_04580,E
TEST_04581,E
TEST_04582,E
TEST_04583,E
TEST_04584,E
TEST_04585,E
TEST_04586,E
TEST_04587,E
TEST_04588,E
TEST_04589,E
TEST_04590,E
TEST_04591,E
TEST_04592,E
TEST_04593,C
TEST_04594,E
TEST_04595,E
TEST_04596,E
TEST_04597,D
TEST_04598,E
TEST_04599,E
TEST_04600,E
TEST_04601,C
TEST_04602,E
TEST_04603,E
TEST_04604,D
TEST_04605,E
TEST_04606,E
TEST_04607,E
TEST_04608,E
TEST_04609,E
TEST_04610,E
TEST_04611,D
TEST_04612,E
TEST_04613,E
TEST_04614,E
TEST_04615,E
TEST_04616,E
TEST_04617,E
TEST_04618,E
TEST_04619,E
TEST_04620,E
TEST_04621,E
TEST_04622,E
TEST_04623,E
TEST_04624,C
TEST_04625,E
TEST_04626,E
TEST_04627,E
TEST_04628,E
TEST_04629,E
TEST_04630,E
TEST_04631,E
TEST_04632,E
TEST_04633,E
TEST_04634,E
TEST_04635,E
TEST_04636,E
TEST_04637,E
TEST_04638,E
TEST_04639,E
TEST_04640,E
TEST_04641,E
TEST_04642,E
TEST_04643,D
TEST_04644,E
TEST_04645,E
TEST_04646,E
TEST_04647,E
TEST_04648,E
TEST_04649,E
TEST_04650,E
TEST_04651,C
TEST_04652,E
TEST_04653,D
TEST_04654,E
TEST_04655,E
TEST_04656,D
TEST_04657,E
TEST_04658,E
TEST_04659,D
TEST_04660,E
TEST_04661,E
TEST_04662,E
TEST_04663,E
TEST_04664,E
TEST_04665,E
TEST_04666,E
TEST_04667,E
TEST_04668,E
TEST_04669,D
TEST_04670,C
TEST_04671,E
TEST_04672,E
TEST_04673,E
TEST_04674,E
TEST_04675,E
TEST_04676,E
TEST_04677,C
TEST_04678,D
TEST_04679,E
TEST_04680,E
TEST_04681,E
TEST_04682,E
TEST_04683,E
TEST_04684,E
TEST_04685,E
TEST_04686,E
TEST_04687,C
TEST_04688,E
TEST_04689,E
TEST_04690,D
TEST_04691,E
TEST_04692,E
TEST_04693,E
TEST_04694,E
TEST_04695,E
TEST_04696,C
TEST_04697,E
TEST_04698,E
TEST_04699,D
TEST_04700,E
TEST_04701,E
TEST_04702,E
TEST_04703,E
TEST_04704,E
TEST_04705,E
TEST_04706,E
TEST_04707,E
TEST_04708,E
TEST_04709,E
TEST_04710,E
TEST_04711,E
TEST_04712,E
TEST_04713,E
TEST_04714,D
TEST_04715,E
TEST_04716,E
TEST_04717,E
TEST_04718,E
TEST_04719,E
TEST_04720,C
TEST_04721,E
TEST_04722,E
TEST_04723,E
TEST_04724,E
TEST_04725,E
TEST_04726,E
TEST_04727,E
TEST_04728,E
TEST_04729,D
TEST_04730,E
TEST_04731,E
TEST_04732,E
TEST_04733,E
TEST_04734,D
TEST_04735,E
TEST_04736,C
TEST_04737,D
TEST_04738,E
TEST_04739,E
TEST_04740,E
TEST_04741,E
TEST_04742,E
TEST_04743,E
TEST_04744,C
TEST_04745,E
TEST_04746,E
TEST_04747,D
TEST_04748,E
TEST_04749,E
TEST_04750,E
TEST_04751,E
TEST_04752,E
TEST_04753,E
TEST_04754,D
TEST_04755,E
TEST_04756,E
TEST_04757,E
TEST_04758,D
TEST_04759,E
TEST_04760,E
TEST_04761,E
TEST_04762,E
TEST_04763,E
TEST_04764,E
TEST_04765,E
TEST_04766,E
TEST_04767,E
TEST_04768,D
TEST_04769,D
TEST_04770,E
TEST_04771,E
TEST_04772,E
TEST_04773,E
TEST_04774,E
TEST_04775,E
TEST_04776,E
TEST_04777,E
TEST_04778,E
TEST_04779,E
TEST_04780,D
TEST_04781,D
TEST_04782,E
TEST_04783,E
TEST_04784,E
TEST_04785,C
TEST_04786,E
TEST_04787,E
TEST_04788,C
TEST_04789,E
TEST_04790,E
TEST_04791,E
TEST_04792,E
TEST_04793,D
TEST_04794,E
TEST_04795,E
TEST_04796,E
TEST_04797,E
TEST_04798,E
TEST_04799,E
TEST_04800,E
TEST_04801,E
TEST_04802,E
TEST_04803,E
TEST_04804,E
TEST_04805,D
TEST_04806,E
TEST_04807,E
TEST_04808,E
TEST_04809,E
TEST_04810,E
TEST_04811,E
TEST_04812,E
TEST_04813,E
TEST_04814,E
TEST_04815,E
TEST_04816,E
TEST_04817,E
TEST_04818,E
TEST_04819,E
TEST_04820,E
TEST_04821,E
TEST_04822,E
TEST_04823,D
TEST_04824,E
TEST_04825,D
TEST_04826,E
TEST_04827,E
TEST_04828,E
TEST_04829,E
TEST_04830,E
TEST_04831,E
TEST_04832,E
TEST_04833,E
TEST_04834,E
TEST_04835,E
TEST_04836,E
TEST_04837,E
TEST_04838,E
TEST_04839,D
TEST_04840,E
TEST_04841,E
TEST_04842,E
TEST_04843,E
TEST_04844,E
TEST_04845,D
TEST_04846,E
TEST_04847,E
TEST_04848,E
TEST_04849,E
TEST_04850,E
TEST_04851,E
TEST_04852,E
TEST_04853,E
TEST_04854,E
TEST_04855,E
TEST_04856,E
TEST_04857,D
TEST_04858,E
TEST_04859,E
TEST_04860,E
TEST_04861,E
TEST_04862,E
TEST_04863,E
TEST_04864,E
TEST_04865,E
TEST_04866,E
TEST_04867,E
TEST_04868,E
TEST_04869,E
TEST_04870,E
TEST_04871,E
TEST_04872,E
TEST_04873,E
TEST_04874,E
TEST_04875,E
TEST_04876,E
TEST_04877,E
TEST_04878,E
TEST_04879,E
TEST_04880,E
TEST_04881,E
TEST_04882,E
TEST_04883,E
TEST_04884,E
TEST_04885,E
TEST_04886,D
TEST_04887,E
TEST_04888,E
TEST_04889,E
TEST_04890,E
TEST_04891,E
TEST_04892,E
TEST_04893,E
TEST_04894,E
TEST_04895,E
TEST_04896,E
TEST_04897,E
TEST_04898,E
TEST_04899,E
TEST_04900,C
TEST_04901,D
TEST_04902,E
TEST_04903,E
TEST_04904,E
TEST_04905,E
TEST_04906,E
TEST_04907,E
TEST_04908,E
TEST_04909,D
TEST_04910,D
TEST_04911,E
TEST_04912,E
TEST_04913,D
TEST_04914,E
TEST_04915,E
TEST_04916,E
TEST_04917,E
TEST_04918,E
TEST_04919,E
TEST_04920,E
TEST_04921,E
TEST_04922,E
TEST_04923,E
TEST_04924,E
TEST_04925,E
TEST_04926,E
TEST_04927,E
TEST_04928,E
TEST_04929,D
TEST_04930,C
TEST_04931,E
TEST_04932,E
TEST_04933,D
TEST_04934,E
TEST_04935,E
TEST_04936,E
TEST_04937,E
TEST_04938,E
TEST_04939,E
TEST_04940,D
TEST_04941,D
TEST_04942,E
TEST_04943,E
TEST_04944,E
TEST_04945,E
TEST_04946,E
TEST_04947,E
TEST_04948,E
TEST_04949,E
TEST_04950,E
TEST_04951,E
TEST_04952,E
TEST_04953,E
TEST_04954,E
TEST_04955,E
TEST_04956,E
TEST_04957,E
TEST_04958,E
TEST_04959,E
TEST_04960,E
TEST_04961,E
TEST_04962,E
TEST_04963,E
TEST_04964,E
TEST_04965,E
TEST_04966,E
TEST_04967,E
TEST_04968,E
TEST_04969,E
TEST_04970,D
TEST_04971,E
TEST_04972,E
TEST_04973,E
TEST_04974,D
TEST_04975,E
TEST_04976,E
TEST_04977,E
TEST_04978,E
TEST_04979,E
TEST_04980,E
TEST_04981,E
TEST_04982,E
TEST_04983,E
TEST_04984,E
TEST_04985,E
TEST_04986,E
TEST_04987,E
TEST_04988,E
TEST_04989,E
TEST_04990,E
TEST_04991,E
TEST_04992,E
TEST_04993,E
TEST_04994,E
TEST_04995,E
TEST_04996,E
TEST_04997,D
TEST_04998,E
TEST_04999,E
TEST_05000,D
TEST_05001,E
TEST_05002,E
TEST_05003,E
TEST_05004,E
TEST_05005,E
TEST_05006,E
TEST_05007,E
TEST_05008,E
TEST_05009,E
TEST_05010,E
TEST_05011,E
TEST_05012,E
TEST_05013,E
TEST_05014,E
TEST_05015,D
TEST_05016,E
TEST_05017,E
TEST_05018,E
TEST_05019,E
TEST_05020,D
TEST_05021,E
TEST_05022,D
TEST_05023,E
TEST_05024,E
TEST_05025,D
TEST_05026,E
TEST_05027,E
TEST_05028,E
TEST_05029,E
TEST_05030,E
TEST_05031,E
TEST_05032,E
TEST_05033,E
TEST_05034,C
TEST_05035,E
TEST_05036,E
TEST_05037,E
TEST_05038,E
TEST_05039,D
TEST_05040,E
TEST_05041,D
TEST_05042,E
TEST_05043,E
TEST_05044,E
TEST_05045,D
TEST_05046,E
TEST_05047,E
TEST_05048,E
TEST_05049,C
TEST_05050,E
TEST_05051,D
TEST_05052,E
TEST_05053,D
TEST_05054,D
TEST_05055,E
TEST_05056,E
TEST_05057,D
TEST_05058,E
TEST_05059,D
TEST_05060,D
TEST_05061,E
TEST_05062,E
TEST_05063,E
TEST_05064,E
TEST_05065,E
TEST_05066,E
TEST_05067,E
TEST_05068,E
TEST_05069,E
TEST_05070,E
TEST_05071,D
TEST_05072,E
TEST_05073,E
TEST_05074,E
TEST_05075,E
TEST_05076,E
TEST_05077,E
TEST_05078,E
TEST_05079,E
TEST_05080,E
TEST_05081,E
TEST_05082,E
TEST_05083,E
TEST_05084,E
TEST_05085,C
TEST_05086,E
TEST_05087,E
TEST_05088,E
TEST_05089,E
TEST_05090,D
TEST_05091,E
TEST_05092,E
TEST_05093,E
TEST_05094,E
TEST_05095,E
TEST_05096,E
TEST_05097,E
TEST_05098,D
TEST_05099,E
TEST_05100,E
TEST_05101,E
TEST_05102,E
TEST_05103,D
TEST_05104,E
TEST_05105,E
TEST_05106,E
TEST_05107,E
TEST_05108,D
TEST_05109,E
TEST_05110,E
TEST_05111,E
TEST_05112,E
TEST_05113,E
TEST_05114,E
TEST_05115,E
TEST_05116,E
TEST_05117,E
TEST_05118,D
TEST_05119,D
TEST_05120,E
TEST_05121,E
TEST_05122,E
TEST_05123,C
TEST_05124,E
TEST_05125,E
TEST_05126,E
TEST_05127,E
TEST_05128,E
TEST_05129,E
TEST_05130,E
TEST_05131,C
TEST_05132,E
TEST_05133,E
TEST_05134,D
TEST_05135,E
TEST_05136,E
TEST_05137,D
TEST_05138,E
TEST_05139,E
TEST_05140,E
TEST_05141,E
TEST_05142,D
TEST_05143,E
TEST_05144,E
TEST_05145,E
TEST_05146,C
TEST_05147,E
TEST_05148,E
TEST_05149,D
TEST_05150,D
TEST_05151,E
TEST_05152,E
TEST_05153,E
TEST_05154,E
TEST_05155,D
TEST_05156,E
TEST_05157,E
TEST_05158,E
TEST_05159,D
TEST_05160,E
TEST_05161,D
TEST_05162,E
TEST_05163,E
TEST_05164,E
TEST_05165,E
TEST_05166,E
TEST_05167,E
TEST_05168,E
TEST_05169,E
TEST_05170,E
TEST_05171,E
TEST_05172,E
TEST_05173,E
TEST_05174,E
TEST_05175,E
TEST_05176,E
TEST_05177,E
TEST_05178,E
TEST_05179,E
TEST_05180,E
TEST_05181,E
TEST_05182,E
TEST_05183,E
TEST_05184,E
TEST_05185,E
TEST_05186,E
TEST_05187,E
TEST_05188,E
TEST_05189,E
TEST_05190,E
TEST_05191,E
TEST_05192,E
TEST_05193,E
TEST_05194,E
TEST_05195,E
TEST_05196,D
TEST_05197,E
TEST_05198,E
TEST_05199,E
TEST_05200,E
TEST_05201,C
TEST_05202,E
TEST_05203,E
TEST_05204,E
TEST_05205,E
TEST_05206,E
TEST_05207,E
TEST_05208,E
TEST_05209,E
TEST_05210,D
TEST_05211,E
TEST_05212,E
TEST_05213,D
TEST_05214,E
TEST_05215,C
TEST_05216,E
TEST_05217,E
TEST_05218,E
TEST_05219,E
TEST_05220,E
TEST_05221,E
TEST_05222,E
TEST_05223,E
TEST_05224,D
TEST_05225,D
TEST_05226,E
TEST_05227,E
TEST_05228,E
TEST_05229,D
TEST_05230,E
TEST_05231,E
TEST_05232,E
TEST_05233,E
TEST_05234,E
TEST_05235,E
TEST_05236,E
TEST_05237,E
TEST_05238,E
TEST_05239,E
TEST_05240,E
TEST_05241,E
TEST_05242,E
TEST_05243,E
TEST_05244,E
TEST_05245,E
TEST_05246,E
TEST_05247,E
TEST_05248,E
TEST_05249,C
TEST_05250,E
TEST_05251,E
TEST_05252,E
TEST_05253,E
TEST_05254,E
TEST_05255,E
TEST_05256,E
TEST_05257,E
TEST_05258,E
TEST_05259,D
TEST_05260,E
TEST_05261,E
TEST_05262,E
TEST_05263,E
TEST_05264,E
TEST_05265,D
TEST_05266,D
TEST_05267,C
TEST_05268,D
TEST_05269,E
TEST_05270,E
TEST_05271,E
TEST_05272,D
TEST_05273,E
TEST_05274,D
TEST_05275,E
TEST_05276,E
TEST_05277,E
TEST_05278,E
TEST_05279,E
TEST_05280,E
TEST_05281,E
TEST_05282,E
TEST_05283,E
TEST_05284,E
TEST_05285,E
TEST_05286,E
TEST_05287,E
TEST_05288,E
TEST_05289,D
TEST_05290,E
TEST_05291,E
TEST_05292,E
TEST_05293,E
TEST_05294,E
TEST_05295,E
TEST_05296,E
TEST_05297,E
TEST_05298,E
TEST_05299,E
TEST_05300,E
TEST_05301,E
TEST_05302,E
TEST_05303,E
TEST_05304,E
TEST_05305,E
TEST_05306,C
TEST_05307,E
TEST_05308,E
TEST_05309,E
TEST_05310,E
TEST_05311,E
TEST_05312,E
TEST_05313,E
TEST_05314,E
TEST_05315,E
TEST_05316,E
TEST_05317,E
TEST_05318,E
TEST_05319,D
TEST_05320,E
TEST_05321,E
TEST_05322,E
TEST_05323,E
TEST_05324,D
TEST_05325,E
TEST_05326,E
TEST_05327,E
TEST_05328,E
TEST_05329,E
TEST_05330,E
TEST_05331,E
TEST_05332,E
TEST_05333,E
TEST_05334,E
TEST_05335,E
TEST_05336,E
TEST_05337,E
TEST_05338,E
TEST_05339,E
TEST_05340,E
TEST_05341,E
TEST_05342,E
TEST_05343,D
TEST_05344,D
TEST_05345,E
TEST_05346,E
TEST_05347,E
TEST_05348,E
TEST_05349,E
TEST_05350,E
TEST_05351,E
TEST_05352,E
TEST_05353,E
TEST_05354,E
TEST_05355,E
TEST_05356,E
TEST_05357,E
TEST_05358,E
TEST_05359,E
TEST_05360,E
TEST_05361,E
TEST_05362,E
TEST_05363,E
TEST_05364,E
TEST_05365,E
TEST_05366,E
TEST_05367,E
TEST_05368,E
TEST_05369,E
TEST_05370,E
TEST_05371,E
TEST_05372,E
TEST_05373,E
TEST_05374,E
TEST_05375,E
TEST_05376,E
TEST_05377,E
TEST_05378,D
TEST_05379,E
TEST_05380,E
TEST_05381,E
TEST_05382,E
TEST_05383,E
TEST_05384,E
TEST_05385,E
TEST_05386,E
TEST_05387,D
TEST_05388,E
TEST_05389,E
TEST_05390,E
TEST_05391,E
TEST_05392,E
TEST_05393,E
TEST_05394,E
TEST_05395,E
TEST_05396,E
TEST_05397,E
TEST_05398,E
TEST_05399,E
TEST_05400,D
TEST_05401,E
TEST_05402,E
TEST_05403,E
TEST_05404,E
TEST_05405,C
TEST_05406,E
TEST_05407,E
TEST_05408,E
TEST_05409,E
TEST_05410,E
TEST_05411,E
TEST_05412,E
TEST_05413,E
TEST_05414,E
TEST_05415,E
TEST_05416,E
TEST_05417,E
TEST_05418,E
TEST_05419,E
TEST_05420,E
TEST_05421,E
TEST_05422,E
TEST_05423,E
TEST_05424,E
TEST_05425,E
TEST_05426,E
TEST_05427,E
TEST_05428,E
TEST_05429,E
TEST_05430,E
TEST_05431,E
TEST_05432,E
TEST_05433,E
TEST_05434,E
TEST_05435,E
TEST_05436,E
TEST_05437,D
TEST_05438,E
TEST_05439,E
TEST_05440,D
TEST_05441,E
TEST_05442,E
TEST_05443,E
TEST_05444,E
TEST_05445,E
TEST_05446,E
TEST_05447,E
TEST_05448,E
TEST_05449,E
TEST_05450,E
TEST_05451,E
TEST_05452,E
TEST_05453,E
TEST_05454,E
TEST_05455,E
TEST_05456,E
TEST_05457,E
TEST_05458,D
TEST_05459,E
TEST_05460,E
TEST_05461,E
TEST_05462,E
TEST_05463,E
TEST_05464,E
TEST_05465,E
TEST_05466,E
TEST_05467,E
TEST_05468,E
TEST_05469,E
TEST_05470,E
TEST_05471,E
TEST_05472,E
TEST_05473,E
TEST_05474,E
TEST_05475,E
TEST_05476,E
TEST_05477,E
TEST_05478,E
TEST_05479,E
TEST_05480,D
TEST_05481,E
TEST_05482,E
TEST_05483,E
TEST_05484,E
TEST_05485,E
TEST_05486,E
TEST_05487,E
TEST_05488,E
TEST_05489,E
TEST_05490,E
TEST_05491,E
TEST_05492,E
TEST_05493,E
TEST_05494,C
TEST_05495,D
TEST_05496,E
TEST_05497,E
TEST_05498,E
TEST_05499,E
TEST_05500,E
TEST_05501,E
TEST_05502,E
TEST_05503,E
TEST_05504,E
TEST_05505,E
TEST_05506,E
TEST_05507,E
TEST_05508,E
TEST_05509,E
TEST_05510,E
TEST_05511,E
TEST_05512,E
TEST_05513,E
TEST_05514,E
TEST_05515,E
TEST_05516,E
TEST_05517,E
TEST_05518,E
TEST_05519,E
TEST_05520,E
TEST_05521,E
TEST_05522,E
TEST_05523,E
TEST_05524,E
TEST_05525,E
TEST_05526,E
TEST_05527,E
TEST_05528,E
TEST_05529,E
TEST_05530,E
TEST_05531,E
TEST_05532,E
TEST_05533,E
TEST_05534,C
TEST_05535,E
TEST_05536,E
TEST_05537,E
TEST_05538,E
TEST_05539,D
TEST_05540,D
TEST_05541,E
TEST_05542,D
TEST_05543,E
TEST_05544,C
TEST_05545,E
TEST_05546,E
TEST_05547,E
TEST_05548,E
TEST_05549,E
TEST_05550,E
TEST_05551,E
TEST_05552,E
TEST_05553,E
TEST_05554,E
TEST_05555,E
TEST_05556,E
TEST_05557,E
TEST_05558,E
TEST_05559,E
TEST_05560,E
TEST_05561,C
TEST_05562,E
TEST_05563,E
TEST_05564,E
TEST_05565,E
TEST_05566,E
TEST_05567,E
TEST_05568,E
TEST_05569,E
TEST_05570,D
TEST_05571,E
TEST_05572,E
TEST_05573,E
TEST_05574,E
TEST_05575,E
TEST_05576,E
TEST_05577,D
TEST_05578,E
TEST_05579,E
TEST_05580,E
TEST_05581,E
TEST_05582,D
TEST_05583,E
TEST_05584,E
TEST_05585,E
TEST_05586,E
TEST_05587,E
TEST_05588,E
TEST_05589,E
TEST_05590,E
TEST_05591,E
TEST_05592,E
TEST_05593,E
TEST_05594,E
TEST_05595,E
TEST_05596,E
TEST_05597,D
TEST_05598,E
TEST_05599,E
TEST_05600,E
TEST_05601,E
TEST_05602,E
TEST_05603,E
TEST_05604,E
TEST_05605,E
TEST_05606,E
TEST_05607,E
TEST_05608,E
TEST_05609,D
TEST_05610,E
TEST_05611,E
TEST_05612,E
TEST_05613,E
TEST_05614,E
TEST_05615,E
TEST_05616,E
TEST_05617,E
TEST_05618,E
TEST_05619,E
TEST_05620,E
TEST_05621,E
TEST_05622,D
TEST_05623,E
TEST_05624,E
TEST_05625,D
TEST_05626,E
TEST_05627,D
TEST_05628,E
TEST_05629,E
TEST_05630,E
TEST_05631,E
TEST_05632,E
TEST_05633,E
TEST_05634,E
TEST_05635,E
TEST_05636,E
TEST_05637,E
TEST_05638,E
TEST_05639,E
TEST_05640,E
TEST_05641,E
TEST_05642,E
TEST_05643,D
TEST_05644,E
TEST_05645,E
TEST_05646,D
TEST_05647,E
TEST_05648,E
TEST_05649,E
TEST_05650,E
TEST_05651,D
TEST_05652,E
TEST_05653,E
TEST_05654,E
TEST_05655,E
TEST_05656,E
TEST_05657,E
TEST_05658,E
TEST_05659,E
TEST_05660,C
TEST_05661,E
TEST_05662,E
TEST_05663,E
TEST_05664,E
TEST_05665,E
TEST_05666,C
TEST_05667,E
TEST_05668,E
TEST_05669,E
TEST_05670,E
TEST_05671,E
TEST_05672,E
TEST_05673,E
TEST_05674,D
TEST_05675,E
TEST_05676,E
TEST_05677,E
TEST_05678,D
TEST_05679,E
TEST_05680,E
TEST_05681,E
TEST_05682,E
TEST_05683,E
TEST_05684,E
TEST_05685,E
TEST_05686,E
TEST_05687,E
TEST_05688,E
TEST_05689,E
TEST_05690,E
TEST_05691,E
TEST_05692,E
TEST_05693,E
TEST_05694,E
TEST_05695,E
TEST_05696,E
TEST_05697,E
TEST_05698,E
TEST_05699,E
TEST_05700,D
TEST_05701,D
TEST_05702,E
TEST_05703,E
TEST_05704,E
TEST_05705,E
TEST_05706,E
TEST_05707,E
TEST_05708,C
TEST_05709,D
TEST_05710,E
TEST_05711,E
TEST_05712,E
TEST_05713,E
TEST_05714,E
TEST_05715,E
TEST_05716,D
TEST_05717,E
TEST_05718,E
TEST_05719,E
TEST_05720,E
TEST_05721,E
TEST_05722,E
TEST_05723,E
TEST_05724,D
TEST_05725,E
TEST_05726,D
TEST_05727,E
TEST_05728,E
TEST_05729,D
TEST_05730,E
TEST_05731,E
TEST_05732,E
TEST_05733,E
TEST_05734,E
TEST_05735,E
TEST_05736,E
TEST_05737,E
TEST_05738,E
TEST_05739,E
TEST_05740,E
TEST_05741,E
TEST_05742,E
TEST_05743,E
TEST_05744,E
TEST_05745,E
TEST_05746,E
TEST_05747,E
TEST_05748,E
TEST_05749,E
TEST_05750,E
TEST_05751,D
TEST_05752,D
TEST_05753,E
TEST_05754,E
TEST_05755,E
TEST_05756,E
TEST_05757,E
TEST_05758,E
TEST_05759,E
TEST_05760,E
TEST_05761,E
TEST_05762,E
TEST_05763,E
TEST_05764,E
TEST_05765,E
TEST_05766,E
TEST_05767,D
TEST_05768,E
TEST_05769,E
TEST_05770,E
TEST_05771,E
TEST_05772,E
TEST_05773,E
TEST_05774,E
TEST_05775,E
TEST_05776,E
TEST_05777,E
TEST_05778,E
TEST_05779,E
TEST_05780,E
TEST_05781,D
TEST_05782,E
TEST_05783,D
TEST_05784,E
TEST_05785,E
TEST_05786,D
TEST_05787,C
TEST_05788,E
TEST_05789,E
TEST_05790,E
TEST_05791,D
TEST_05792,E
TEST_05793,E
TEST_05794,E
TEST_05795,E
TEST_05796,E
TEST_05797,E
TEST_05798,E
TEST_05799,E
TEST_05800,E
TEST_05801,E
TEST_05802,C
